dcterms:identifier,osgeo:termID,rdf:type,rdf:type,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:example @en,osgeo:example @en,osgeo:hasSource,osgeo:hasSource,osgeo:clause,osgeo:hasInfo,osgeo:hasReview,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
289,osgeo-concept:c289,skos:Concept,owl:NamedIndividual,OGC Military Pilot Project,MPP,OGC Military Pilot Project,,Military Pilot Project,Note to entry:  Open Geospatial Consortium (OGC) Project from 2001,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info289,osgeo-review:Review289,ldapi289-json,https://osgeo.geolexica.org/api/ldapi/289.json,ldapi289-jsonld,https://osgeo.geolexica.org/api/ldapi/289.jsonld,ldapi289-rdfxml,https://osgeo.geolexica.org/api/ldapi/289.rdf,ldapi289-skosrdf,https://osgeo.geolexica.org/api/ldapi/289.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,289
290,osgeo-concept:c290,skos:Concept,owl:NamedIndividual,OGC Observations and Measurements Encoding Standard,O&M,OGC Observations and Measurements Encoding Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info290,osgeo-review:Review290,ldapi290-json,https://osgeo.geolexica.org/api/ldapi/290.json,ldapi290-jsonld,https://osgeo.geolexica.org/api/ldapi/290.jsonld,ldapi290-rdfxml,https://osgeo.geolexica.org/api/ldapi/290.rdf,ldapi290-skosrdf,https://osgeo.geolexica.org/api/ldapi/290.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,290
291,osgeo-concept:c291,skos:Concept,owl:NamedIndividual,OGC Outreach and Community Adoption,OCAP,OGC Outreach and Community Adoption,,"former name of the group, which is now called OGC Marketing and Communications",,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info291,osgeo-review:Review291,ldapi291-json,https://osgeo.geolexica.org/api/ldapi/291.json,ldapi291-jsonld,https://osgeo.geolexica.org/api/ldapi/291.jsonld,ldapi291-rdfxml,https://osgeo.geolexica.org/api/ldapi/291.rdf,ldapi291-skosrdf,https://osgeo.geolexica.org/api/ldapi/291.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,291
292,osgeo-concept:c292,skos:Concept,owl:NamedIndividual,OGC Reference Model,ORM,OGC Reference Model,,complete set of OGC reference models,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info292,osgeo-review:Review292,ldapi292-json,https://osgeo.geolexica.org/api/ldapi/292.json,ldapi292-jsonld,https://osgeo.geolexica.org/api/ldapi/292.jsonld,ldapi292-rdfxml,https://osgeo.geolexica.org/api/ldapi/292.rdf,ldapi292-skosrdf,https://osgeo.geolexica.org/api/ldapi/292.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,292
293,osgeo-concept:c293,skos:Concept,owl:NamedIndividual,OGC Sensor Model Language Encoding Standard,SensorML,OGC Sensor Model Language Encoding Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info293,osgeo-review:Review293,ldapi293-json,https://osgeo.geolexica.org/api/ldapi/293.json,ldapi293-jsonld,https://osgeo.geolexica.org/api/ldapi/293.jsonld,ldapi293-rdfxml,https://osgeo.geolexica.org/api/ldapi/293.rdf,ldapi293-skosrdf,https://osgeo.geolexica.org/api/ldapi/293.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,293
294,osgeo-concept:c294,skos:Concept,owl:NamedIndividual,OGC Sensor Observation Service Interface Standard,,OGC Sensor Observation Service Interface Standard,,OGC developed API for managing deployed sensors and retrieving sensor and observation data,Note to entry:  Specification developed by OGC,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info294,osgeo-review:Review294,ldapi294-json,https://osgeo.geolexica.org/api/ldapi/294.json,ldapi294-jsonld,https://osgeo.geolexica.org/api/ldapi/294.jsonld,ldapi294-rdfxml,https://osgeo.geolexica.org/api/ldapi/294.rdf,ldapi294-skosrdf,https://osgeo.geolexica.org/api/ldapi/294.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,294
295,osgeo-concept:c295,skos:Concept,owl:NamedIndividual,OGC Sensor Web Enablement activity,SWE,OGC Sensor Web Enablement activity,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info295,osgeo-review:Review295,ldapi295-json,https://osgeo.geolexica.org/api/ldapi/295.json,ldapi295-jsonld,https://osgeo.geolexica.org/api/ldapi/295.jsonld,ldapi295-rdfxml,https://osgeo.geolexica.org/api/ldapi/295.rdf,ldapi295-skosrdf,https://osgeo.geolexica.org/api/ldapi/295.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,295
296,osgeo-concept:c296,skos:Concept,owl:NamedIndividual,OGC Simple Features for SQL,SFSQL,OGC Simple Features for SQL,,specification that defines the types and functions that make up a standard spatial database,Note to entry:  An OGC specification,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info296,osgeo-review:Review296,ldapi296-json,https://osgeo.geolexica.org/api/ldapi/296.json,ldapi296-jsonld,https://osgeo.geolexica.org/api/ldapi/296.jsonld,ldapi296-rdfxml,https://osgeo.geolexica.org/api/ldapi/296.rdf,ldapi296-skosrdf,https://osgeo.geolexica.org/api/ldapi/296.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,296
297,osgeo-concept:c297,skos:Concept,owl:NamedIndividual,OGC Simple FeaturesSQL Encoding Standard,SFS,OGC Simple FeaturesSQL Encoding Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info297,osgeo-review:Review297,ldapi297-json,https://osgeo.geolexica.org/api/ldapi/297.json,ldapi297-jsonld,https://osgeo.geolexica.org/api/ldapi/297.jsonld,ldapi297-rdfxml,https://osgeo.geolexica.org/api/ldapi/297.rdf,ldapi297-skosrdf,https://osgeo.geolexica.org/api/ldapi/297.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,297
298,osgeo-concept:c298,skos:Concept,owl:NamedIndividual,OGC Strategic Member Advisory Committee,SMAC,OGC Strategic Member Advisory Committee,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info298,osgeo-review:Review298,ldapi298-json,https://osgeo.geolexica.org/api/ldapi/298.json,ldapi298-jsonld,https://osgeo.geolexica.org/api/ldapi/298.jsonld,ldapi298-rdfxml,https://osgeo.geolexica.org/api/ldapi/298.rdf,ldapi298-skosrdf,https://osgeo.geolexica.org/api/ldapi/298.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,298
299,osgeo-concept:c299,skos:Concept,owl:NamedIndividual,OGC Transducer Markup Language Encoding Standard (retired),TML,OGC Transducer Markup Language Encoding Standard (retired),,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info299,osgeo-review:Review299,ldapi299-json,https://osgeo.geolexica.org/api/ldapi/299.json,ldapi299-jsonld,https://osgeo.geolexica.org/api/ldapi/299.jsonld,ldapi299-rdfxml,https://osgeo.geolexica.org/api/ldapi/299.rdf,ldapi299-skosrdf,https://osgeo.geolexica.org/api/ldapi/299.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,299
300,osgeo-concept:c300,skos:Concept,owl:NamedIndividual,OGC Web Coordinate Transformation Service Interface Standard,WCTS,OGC Web Coordinate Transformation Service Interface Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info300,osgeo-review:Review300,ldapi300-json,https://osgeo.geolexica.org/api/ldapi/300.json,ldapi300-jsonld,https://osgeo.geolexica.org/api/ldapi/300.jsonld,ldapi300-rdfxml,https://osgeo.geolexica.org/api/ldapi/300.rdf,ldapi300-skosrdf,https://osgeo.geolexica.org/api/ldapi/300.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,300
301,osgeo-concept:c301,skos:Concept,owl:NamedIndividual,OGC Web Coverage Processing Service Interface Standard,WCPS,OGC Web Coverage Processing Service Interface Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info301,osgeo-review:Review301,ldapi301-json,https://osgeo.geolexica.org/api/ldapi/301.json,ldapi301-jsonld,https://osgeo.geolexica.org/api/ldapi/301.jsonld,ldapi301-rdfxml,https://osgeo.geolexica.org/api/ldapi/301.rdf,ldapi301-skosrdf,https://osgeo.geolexica.org/api/ldapi/301.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,301
302,osgeo-concept:c302,skos:Concept,owl:NamedIndividual,OGC Web Coverage Service Interface Standard,WCS,OGC Web Coverage Service Interface Standard,,OGC standard that describes how to systematically produce structured raster cartographic data from a service and return them to a client,Note to entry:  Defines an interface for reading and writing geospatial data as “coverages” across the web. The Web Coverage Service provides an interface allowing requests for geographical coverages across the web using platform-independent calls. The coverages are objects (or images) in a geographical area,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info302,osgeo-review:Review302,ldapi302-json,https://osgeo.geolexica.org/api/ldapi/302.json,ldapi302-jsonld,https://osgeo.geolexica.org/api/ldapi/302.jsonld,ldapi302-rdfxml,https://osgeo.geolexica.org/api/ldapi/302.rdf,ldapi302-skosrdf,https://osgeo.geolexica.org/api/ldapi/302.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,302
303,osgeo-concept:c303,skos:Concept,owl:NamedIndividual,OGC Web Feature Service Interface Standard,WFS,OGC Web Feature Service Interface Standard,,OGC standard that describes how to systematically produce structured vector cartographic data from a service and return them to a client,Note to entry:  The Web Feature Service (WFS) specification from the Open Geospatial Consortium defines an interface for reading and writing geographic features across the web using platform-independent calls. One can think of geographical features as the “source code” behind a map.,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info303,osgeo-review:Review303,ldapi303-json,https://osgeo.geolexica.org/api/ldapi/303.json,ldapi303-jsonld,https://osgeo.geolexica.org/api/ldapi/303.jsonld,ldapi303-rdfxml,https://osgeo.geolexica.org/api/ldapi/303.rdf,ldapi303-skosrdf,https://osgeo.geolexica.org/api/ldapi/303.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,303
304,osgeo-concept:c304,skos:Concept,owl:NamedIndividual,OGC Web Map Context Encoding Standard,WMC,OGC Web Map Context Encoding Standard,,OGC standard that allows for the sharing of map views of WMS layers in multiple applications,,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info304,osgeo-review:Review304,ldapi304-json,https://osgeo.geolexica.org/api/ldapi/304.json,ldapi304-jsonld,https://osgeo.geolexica.org/api/ldapi/304.jsonld,ldapi304-rdfxml,https://osgeo.geolexica.org/api/ldapi/304.rdf,ldapi304-skosrdf,https://osgeo.geolexica.org/api/ldapi/304.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,304
305,osgeo-concept:c305,skos:Concept,owl:NamedIndividual,OGC Web Map Service Interface Standard,WMS,OGC Web Map Service Interface Standard,,OGC standard that describes how to systematically produce rendered map images from a service and return them to a client,Note to entry:  The Web Map Service is a standard protocol for serving georeferenced map images over the Internet that are generated by a map server using data from a GIS database. The specification was developed and first published by the Open Geospatial Consortium in 1999.,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info305,osgeo-review:Review305,ldapi305-json,https://osgeo.geolexica.org/api/ldapi/305.json,ldapi305-jsonld,https://osgeo.geolexica.org/api/ldapi/305.jsonld,ldapi305-rdfxml,https://osgeo.geolexica.org/api/ldapi/305.rdf,ldapi305-skosrdf,https://osgeo.geolexica.org/api/ldapi/305.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,305
306,osgeo-concept:c306,skos:Concept,owl:NamedIndividual,OGC Web Map Tile Service Interface Standard,,OGC Web Map Tile Service Interface Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info306,osgeo-review:Review306,ldapi306-json,https://osgeo.geolexica.org/api/ldapi/306.json,ldapi306-jsonld,https://osgeo.geolexica.org/api/ldapi/306.jsonld,ldapi306-rdfxml,https://osgeo.geolexica.org/api/ldapi/306.rdf,ldapi306-skosrdf,https://osgeo.geolexica.org/api/ldapi/306.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,306
307,osgeo-concept:c307,skos:Concept,owl:NamedIndividual,OGC Web Processing Service Interface Standard,WPS,OGC Web Processing Service Interface Standard,,OGC standard that provides rules for standardizing inputs and outputs (requests and responses) for geospatial processing services.,"Note to entry:  The Web Processing Service is designed to standardize the way that GIS calculations are made available to the Internet. WPS can describe any calculation (i.e. process) including all of its inputs and outputs, and trigger its execution as a Web Service.",,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info307,osgeo-review:Review307,ldapi307-json,https://osgeo.geolexica.org/api/ldapi/307.json,ldapi307-jsonld,https://osgeo.geolexica.org/api/ldapi/307.jsonld,ldapi307-rdfxml,https://osgeo.geolexica.org/api/ldapi/307.rdf,ldapi307-skosrdf,https://osgeo.geolexica.org/api/ldapi/307.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,307
308,osgeo-concept:c308,skos:Concept,owl:NamedIndividual,OGC Web Service Common Interface Standard,WSC,OGC Web Service Common Interface Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info308,osgeo-review:Review308,ldapi308-json,https://osgeo.geolexica.org/api/ldapi/308.json,ldapi308-jsonld,https://osgeo.geolexica.org/api/ldapi/308.jsonld,ldapi308-rdfxml,https://osgeo.geolexica.org/api/ldapi/308.rdf,ldapi308-skosrdf,https://osgeo.geolexica.org/api/ldapi/308.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,308
309,osgeo-concept:c309,skos:Concept,owl:NamedIndividual,OGC Web Services,OWS,OGC Web Services,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info309,osgeo-review:Review309,ldapi309-json,https://osgeo.geolexica.org/api/ldapi/309.json,ldapi309-jsonld,https://osgeo.geolexica.org/api/ldapi/309.jsonld,ldapi309-rdfxml,https://osgeo.geolexica.org/api/ldapi/309.rdf,ldapi309-skosrdf,https://osgeo.geolexica.org/api/ldapi/309.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,309
310,osgeo-concept:c310,skos:Concept,owl:NamedIndividual,OGC Web Services Common,OWSC,OGC Web Services Common,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info310,osgeo-review:Review310,ldapi310-json,https://osgeo.geolexica.org/api/ldapi/310.json,ldapi310-jsonld,https://osgeo.geolexica.org/api/ldapi/310.jsonld,ldapi310-rdfxml,https://osgeo.geolexica.org/api/ldapi/310.rdf,ldapi310-skosrdf,https://osgeo.geolexica.org/api/ldapi/310.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,310
311,osgeo-concept:c311,skos:Concept,owl:NamedIndividual,OGC's Multi-Hazard Mapping Initiative (MMI) Phase I (2001),MMI,OGC's Multi-Hazard Mapping Initiative (MMI) Phase I (2001),,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info311,osgeo-review:Review311,ldapi311-json,https://osgeo.geolexica.org/api/ldapi/311.json,ldapi311-jsonld,https://osgeo.geolexica.org/api/ldapi/311.jsonld,ldapi311-rdfxml,https://osgeo.geolexica.org/api/ldapi/311.rdf,ldapi311-skosrdf,https://osgeo.geolexica.org/api/ldapi/311.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,311
312,osgeo-concept:c312,skos:Concept,owl:NamedIndividual,OGR is the vector data access portion of the GDAL library. It provides access to a multitude of data formats.,OGR,OGR is the vector data access portion of the GDAL library. It provides access to a multitude of data formats.,,Definition not provided in this language.,,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info312,osgeo-review:Review312,ldapi312-json,https://osgeo.geolexica.org/api/ldapi/312.json,ldapi312-jsonld,https://osgeo.geolexica.org/api/ldapi/312.jsonld,ldapi312-rdfxml,https://osgeo.geolexica.org/api/ldapi/312.rdf,ldapi312-skosrdf,https://osgeo.geolexica.org/api/ldapi/312.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,312
313,osgeo-concept:c313,skos:Concept,owl:NamedIndividual,Open Archive Initiative Protocol for Metadata Harvesting,OAI-PMH,Open Archive Initiative Protocol for Metadata Harvesting,,protocol used to harvest (or collect) metadata descriptions of records in an archive enabling services to be built using metadata from other archives,Note to entry:  Developed by the Open Archives Initiative.,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info313,osgeo-review:Review313,ldapi313-json,https://osgeo.geolexica.org/api/ldapi/313.json,ldapi313-jsonld,https://osgeo.geolexica.org/api/ldapi/313.jsonld,ldapi313-rdfxml,https://osgeo.geolexica.org/api/ldapi/313.rdf,ldapi313-skosrdf,https://osgeo.geolexica.org/api/ldapi/313.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,313
314,osgeo-concept:c314,skos:Concept,owl:NamedIndividual,Open Educational Resources,OER,Open Educational Resources,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info314,osgeo-review:Review314,ldapi314-json,https://osgeo.geolexica.org/api/ldapi/314.json,ldapi314-jsonld,https://osgeo.geolexica.org/api/ldapi/314.jsonld,ldapi314-rdfxml,https://osgeo.geolexica.org/api/ldapi/314.rdf,ldapi314-skosrdf,https://osgeo.geolexica.org/api/ldapi/314.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,314
315,osgeo-concept:c315,skos:Concept,owl:NamedIndividual,Open GeoSMS,,Open GeoSMS,,OGC standard defining an extended Short Messaging Service (SMS) encoding and interface for communicating location content,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info315,osgeo-review:Review315,ldapi315-json,https://osgeo.geolexica.org/api/ldapi/315.json,ldapi315-jsonld,https://osgeo.geolexica.org/api/ldapi/315.jsonld,ldapi315-rdfxml,https://osgeo.geolexica.org/api/ldapi/315.rdf,ldapi315-skosrdf,https://osgeo.geolexica.org/api/ldapi/315.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,315
316,osgeo-concept:c316,skos:Concept,owl:NamedIndividual,Open Geospatial Consortium,OGC,Open Geospatial Consortium,,consortium responsible for developing standards and specifications for geospatial services,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info316,osgeo-review:Review316,ldapi316-json,https://osgeo.geolexica.org/api/ldapi/316.json,ldapi316-jsonld,https://osgeo.geolexica.org/api/ldapi/316.jsonld,ldapi316-rdfxml,https://osgeo.geolexica.org/api/ldapi/316.rdf,ldapi316-skosrdf,https://osgeo.geolexica.org/api/ldapi/316.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,316
