dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
232,osgeo-concept:c232,Mercator,,Mercator,geospatial metadata,skos:Concept,owl:NamedIndividual,ldapi232-json,https://osgeo.geolexica.org/api/ldapi/232.json,ldapi232-jsonld,https://osgeo.geolexica.org/api/ldapi/232.jsonld,ldapi232-rdfxml,https://osgeo.geolexica.org/api/ldapi/232.rdf,ldapi232-skosrdf,https://osgeo.geolexica.org/api/ldapi/232.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info232,osgeo-review:Review232,Definition not provided in this language.,,,,https://mapserver.org/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,232
233,osgeo-concept:c233,metadata,,metadata,,skos:Concept,owl:NamedIndividual,ldapi233-json,https://osgeo.geolexica.org/api/ldapi/233.json,ldapi233-jsonld,https://osgeo.geolexica.org/api/ldapi/233.jsonld,ldapi233-rdfxml,https://osgeo.geolexica.org/api/ldapi/233.rdf,ldapi233-skosrdf,https://osgeo.geolexica.org/api/ldapi/233.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info233,osgeo-review:Review233,information about a resource,,,,"ISO 19115-1:2014, 4.10",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,233
234,osgeo-concept:c234,metadata element,,metadata element,,skos:Concept,owl:NamedIndividual,ldapi234-json,https://osgeo.geolexica.org/api/ldapi/234.json,ldapi234-jsonld,https://osgeo.geolexica.org/api/ldapi/234.jsonld,ldapi234-rdfxml,https://osgeo.geolexica.org/api/ldapi/234.rdf,ldapi234-skosrdf,https://osgeo.geolexica.org/api/ldapi/234.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info234,osgeo-review:Review234,discrete unit of metadata,Note 1 to entry:  Metadata elements are unique within a metadata class.,Note 2 to entry:  Equivalent to an attribute and/or an association in UML terminology.,Note 3 to entry:  Class attributes and relationships are referred to collectively as metadata elements.,"ISO 19115-1:2014, 4.11",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,234
235,osgeo-concept:c235,metadata entity,,metadata entity,,skos:Concept,owl:NamedIndividual,ldapi235-json,https://osgeo.geolexica.org/api/ldapi/235.json,ldapi235-jsonld,https://osgeo.geolexica.org/api/ldapi/235.jsonld,ldapi235-rdfxml,https://osgeo.geolexica.org/api/ldapi/235.rdf,ldapi235-skosrdf,https://osgeo.geolexica.org/api/ldapi/235.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info235,osgeo-review:Review235,set of metadata elements describing the same aspect of data,Note 1 to entry:  Can contain one or more metadata entities.,Note 2 to entry:  Equivalent to a class in UML terminology.,,"ISO 19115-1:2014, 4.12",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,235
236,osgeo-concept:c236,Metadata Exchange Format,MEF,Metadata Exchange Format,,skos:Concept,owl:NamedIndividual,ldapi236-json,https://osgeo.geolexica.org/api/ldapi/236.json,ldapi236-jsonld,https://osgeo.geolexica.org/api/ldapi/236.jsonld,ldapi236-rdfxml,https://osgeo.geolexica.org/api/ldapi/236.rdf,ldapi236-skosrdf,https://osgeo.geolexica.org/api/ldapi/236.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info236,osgeo-review:Review236,metadata export format developed by the GeoNetwork community,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,236
237,osgeo-concept:c237,Mobile Location Services Domian Working Group - merger of Mass Market and Location Services DWGs,MLS DWG,Mobile Location Services Domian Working Group - merger of Mass Market and Location Services DWGs,,skos:Concept,owl:NamedIndividual,ldapi237-json,https://osgeo.geolexica.org/api/ldapi/237.json,ldapi237-jsonld,https://osgeo.geolexica.org/api/ldapi/237.jsonld,ldapi237-rdfxml,https://osgeo.geolexica.org/api/ldapi/237.rdf,ldapi237-skosrdf,https://osgeo.geolexica.org/api/ldapi/237.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info237,osgeo-review:Review237,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,237
238,osgeo-concept:c238,Mortgage Information Standards Maintenance Organization,MISMO,Mortgage Information Standards Maintenance Organization,,skos:Concept,owl:NamedIndividual,ldapi238-json,https://osgeo.geolexica.org/api/ldapi/238.json,ldapi238-jsonld,https://osgeo.geolexica.org/api/ldapi/238.jsonld,ldapi238-rdfxml,https://osgeo.geolexica.org/api/ldapi/238.rdf,ldapi238-skosrdf,https://osgeo.geolexica.org/api/ldapi/238.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info238,osgeo-review:Review238,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,238
239,osgeo-concept:c239,mosaic,,mosaic,,skos:Concept,owl:NamedIndividual,ldapi239-json,https://osgeo.geolexica.org/api/ldapi/239.json,ldapi239-jsonld,https://osgeo.geolexica.org/api/ldapi/239.jsonld,ldapi239-rdfxml,https://osgeo.geolexica.org/api/ldapi/239.rdf,ldapi239-skosrdf,https://osgeo.geolexica.org/api/ldapi/239.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info239,osgeo-review:Review239,collection of georeferenced raster data sources merged together to create a seamless raster dataset,Note to entry:  See also: imagemosaic,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,239
240,osgeo-concept:c240,namespace,,namespace,,skos:Concept,owl:NamedIndividual,ldapi240-json,https://osgeo.geolexica.org/api/ldapi/240.json,ldapi240-jsonld,https://osgeo.geolexica.org/api/ldapi/240.jsonld,ldapi240-rdfxml,https://osgeo.geolexica.org/api/ldapi/240.rdf,ldapi240-skosrdf,https://osgeo.geolexica.org/api/ldapi/240.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info240,osgeo-review:Review240,"(XML) collection of names, identified by a URI reference, which are used in XML documents as element names and attribute names (W3C XML Namespaces)",,,,"ISO 19136:2007, 4.1.43",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,240
241,osgeo-concept:c241,National Center for Atmospheric Research,NCAR,National Center for Atmospheric Research,,skos:Concept,owl:NamedIndividual,ldapi241-json,https://osgeo.geolexica.org/api/ldapi/241.json,ldapi241-jsonld,https://osgeo.geolexica.org/api/ldapi/241.jsonld,ldapi241-rdfxml,https://osgeo.geolexica.org/api/ldapi/241.rdf,ldapi241-skosrdf,https://osgeo.geolexica.org/api/ldapi/241.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info241,osgeo-review:Review241,Definition not provided in this language.,,,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,241
242,osgeo-concept:c242,National Center for Supercomputing Applications,NCSA,National Center for Supercomputing Applications,,skos:Concept,owl:NamedIndividual,ldapi242-json,https://osgeo.geolexica.org/api/ldapi/242.json,ldapi242-jsonld,https://osgeo.geolexica.org/api/ldapi/242.jsonld,ldapi242-rdfxml,https://osgeo.geolexica.org/api/ldapi/242.rdf,ldapi242-skosrdf,https://osgeo.geolexica.org/api/ldapi/242.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info242,osgeo-review:Review242,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,242
243,osgeo-concept:c243,National Elevation Dataset,NED,National Elevation Dataset,,skos:Concept,owl:NamedIndividual,ldapi243-json,https://osgeo.geolexica.org/api/ldapi/243.json,ldapi243-jsonld,https://osgeo.geolexica.org/api/ldapi/243.jsonld,ldapi243-rdfxml,https://osgeo.geolexica.org/api/ldapi/243.rdf,ldapi243-skosrdf,https://osgeo.geolexica.org/api/ldapi/243.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info243,osgeo-review:Review243,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,243
244,osgeo-concept:c244,National Geospatial Intelligence Agency,NGA,National Geospatial Intelligence Agency,,skos:Concept,owl:NamedIndividual,ldapi244-json,https://osgeo.geolexica.org/api/ldapi/244.json,ldapi244-jsonld,https://osgeo.geolexica.org/api/ldapi/244.jsonld,ldapi244-rdfxml,https://osgeo.geolexica.org/api/ldapi/244.rdf,ldapi244-skosrdf,https://osgeo.geolexica.org/api/ldapi/244.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info244,osgeo-review:Review244,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,244
245,osgeo-concept:c245,National Hydrologic Dataset,NHD,National Hydrologic Dataset,,skos:Concept,owl:NamedIndividual,ldapi245-json,https://osgeo.geolexica.org/api/ldapi/245.json,ldapi245-jsonld,https://osgeo.geolexica.org/api/ldapi/245.jsonld,ldapi245-rdfxml,https://osgeo.geolexica.org/api/ldapi/245.rdf,ldapi245-skosrdf,https://osgeo.geolexica.org/api/ldapi/245.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info245,osgeo-review:Review245,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,245
246,osgeo-concept:c246,National Institute for Building Standards,NIBS,National Institute for Building Standards,,skos:Concept,owl:NamedIndividual,ldapi246-json,https://osgeo.geolexica.org/api/ldapi/246.json,ldapi246-jsonld,https://osgeo.geolexica.org/api/ldapi/246.jsonld,ldapi246-rdfxml,https://osgeo.geolexica.org/api/ldapi/246.rdf,ldapi246-skosrdf,https://osgeo.geolexica.org/api/ldapi/246.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info246,osgeo-review:Review246,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,246
247,osgeo-concept:c247,National Institute of Standards and Technology,NIST,National Institute of Standards and Technology,,skos:Concept,owl:NamedIndividual,ldapi247-json,https://osgeo.geolexica.org/api/ldapi/247.json,ldapi247-jsonld,https://osgeo.geolexica.org/api/ldapi/247.jsonld,ldapi247-rdfxml,https://osgeo.geolexica.org/api/ldapi/247.rdf,ldapi247-skosrdf,https://osgeo.geolexica.org/api/ldapi/247.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info247,osgeo-review:Review247,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,247
248,osgeo-concept:c248,National Land Cover Dataset,NLCD,National Land Cover Dataset,,skos:Concept,owl:NamedIndividual,ldapi248-json,https://osgeo.geolexica.org/api/ldapi/248.json,ldapi248-jsonld,https://osgeo.geolexica.org/api/ldapi/248.jsonld,ldapi248-rdfxml,https://osgeo.geolexica.org/api/ldapi/248.rdf,ldapi248-skosrdf,https://osgeo.geolexica.org/api/ldapi/248.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info248,osgeo-review:Review248,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,248
249,osgeo-concept:c249,National Mapping Agency,NMA,National Mapping Agency,,skos:Concept,owl:NamedIndividual,ldapi249-json,https://osgeo.geolexica.org/api/ldapi/249.json,ldapi249-jsonld,https://osgeo.geolexica.org/api/ldapi/249.jsonld,ldapi249-rdfxml,https://osgeo.geolexica.org/api/ldapi/249.rdf,ldapi249-skosrdf,https://osgeo.geolexica.org/api/ldapi/249.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info249,osgeo-review:Review249,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,249
250,osgeo-concept:c250,National Science Foundation,NSF,National Science Foundation,,skos:Concept,owl:NamedIndividual,ldapi250-json,https://osgeo.geolexica.org/api/ldapi/250.json,ldapi250-jsonld,https://osgeo.geolexica.org/api/ldapi/250.jsonld,ldapi250-rdfxml,https://osgeo.geolexica.org/api/ldapi/250.rdf,ldapi250-skosrdf,https://osgeo.geolexica.org/api/ldapi/250.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info250,osgeo-review:Review250,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,250
251,osgeo-concept:c251,National Spatial Data Infrastructure,NSDI,National Spatial Data Infrastructure,,skos:Concept,owl:NamedIndividual,ldapi251-json,https://osgeo.geolexica.org/api/ldapi/251.json,ldapi251-jsonld,https://osgeo.geolexica.org/api/ldapi/251.jsonld,ldapi251-rdfxml,https://osgeo.geolexica.org/api/ldapi/251.rdf,ldapi251-skosrdf,https://osgeo.geolexica.org/api/ldapi/251.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info251,osgeo-review:Review251,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,251
252,osgeo-concept:c252,Natural Resources and Environment,NRE,Natural Resources and Environment,,skos:Concept,owl:NamedIndividual,ldapi252-json,https://osgeo.geolexica.org/api/ldapi/252.json,ldapi252-jsonld,https://osgeo.geolexica.org/api/ldapi/252.jsonld,ldapi252-rdfxml,https://osgeo.geolexica.org/api/ldapi/252.rdf,ldapi252-skosrdf,https://osgeo.geolexica.org/api/ldapi/252.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info252,osgeo-review:Review252,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,252
253,osgeo-concept:c253,Net Centric Operations Infrastructure Committee,NCOIC,Net Centric Operations Infrastructure Committee,,skos:Concept,owl:NamedIndividual,ldapi253-json,https://osgeo.geolexica.org/api/ldapi/253.json,ldapi253-jsonld,https://osgeo.geolexica.org/api/ldapi/253.jsonld,ldapi253-rdfxml,https://osgeo.geolexica.org/api/ldapi/253.rdf,ldapi253-skosrdf,https://osgeo.geolexica.org/api/ldapi/253.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info253,osgeo-review:Review253,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,253
254,osgeo-concept:c254,Network Common Data Form,NetCDF,Network Common Data Form,,skos:Concept,owl:NamedIndividual,ldapi254-json,https://osgeo.geolexica.org/api/ldapi/254.json,ldapi254-jsonld,https://osgeo.geolexica.org/api/ldapi/254.jsonld,ldapi254-rdfxml,https://osgeo.geolexica.org/api/ldapi/254.rdf,ldapi254-skosrdf,https://osgeo.geolexica.org/api/ldapi/254.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info254,osgeo-review:Review254,"set of software libraries and machine-independent data formats that support the creation, access, and sharing of array-oriented scientific data",,,,https://www.unidata.ucar.edu/software/netcdf/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,254
255,osgeo-concept:c255,Neutral Transfer Format,NTF,Neutral Transfer Format,,skos:Concept,owl:NamedIndividual,ldapi255-json,https://osgeo.geolexica.org/api/ldapi/255.json,ldapi255-jsonld,https://osgeo.geolexica.org/api/ldapi/255.jsonld,ldapi255-rdfxml,https://osgeo.geolexica.org/api/ldapi/255.rdf,ldapi255-skosrdf,https://osgeo.geolexica.org/api/ldapi/255.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info255,osgeo-review:Review255,Definition not provided in this language.,Note to entry:  Within the UK,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,255
256,osgeo-concept:c256,NEw Partnership for African Development,NEPAD,NEw Partnership for African Development,,skos:Concept,owl:NamedIndividual,ldapi256-json,https://osgeo.geolexica.org/api/ldapi/256.json,ldapi256-jsonld,https://osgeo.geolexica.org/api/ldapi/256.jsonld,ldapi256-rdfxml,https://osgeo.geolexica.org/api/ldapi/256.rdf,ldapi256-skosrdf,https://osgeo.geolexica.org/api/ldapi/256.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info256,osgeo-review:Review256,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,256
257,osgeo-concept:c257,nomenclator service,,nomenclator service,,skos:Concept,owl:NamedIndividual,ldapi257-json,https://osgeo.geolexica.org/api/ldapi/257.json,ldapi257-jsonld,https://osgeo.geolexica.org/api/ldapi/257.jsonld,ldapi257-rdfxml,https://osgeo.geolexica.org/api/ldapi/257.rdf,ldapi257-skosrdf,https://osgeo.geolexica.org/api/ldapi/257.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info257,osgeo-review:Review257,locates a geographic location by its name,"Note to entry:  If one or more occurrences of a location are detected, the service provides a list of the detected locations with additional attributes. The user can then choose the desired location as per their requirement.",,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,257
258,osgeo-concept:c258,Non-Governmental Organization,NGO,Non-Governmental Organization,,skos:Concept,owl:NamedIndividual,ldapi258-json,https://osgeo.geolexica.org/api/ldapi/258.json,ldapi258-jsonld,https://osgeo.geolexica.org/api/ldapi/258.jsonld,ldapi258-rdfxml,https://osgeo.geolexica.org/api/ldapi/258.rdf,ldapi258-skosrdf,https://osgeo.geolexica.org/api/ldapi/258.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info258,osgeo-review:Review258,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,258
259,osgeo-concept:c259,North American Datum,NAD,North American Datum,,skos:Concept,owl:NamedIndividual,ldapi259-json,https://osgeo.geolexica.org/api/ldapi/259.json,ldapi259-jsonld,https://osgeo.geolexica.org/api/ldapi/259.jsonld,ldapi259-rdfxml,https://osgeo.geolexica.org/api/ldapi/259.rdf,ldapi259-skosrdf,https://osgeo.geolexica.org/api/ldapi/259.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info259,osgeo-review:Review259,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,259
260,osgeo-concept:c260,Object Linking and Embedding/Common Object Model (Microsoft),OLE/COM,Object Linking and Embedding/Common Object Model (Microsoft),,skos:Concept,owl:NamedIndividual,ldapi260-json,https://osgeo.geolexica.org/api/ldapi/260.json,ldapi260-jsonld,https://osgeo.geolexica.org/api/ldapi/260.jsonld,ldapi260-rdfxml,https://osgeo.geolexica.org/api/ldapi/260.rdf,ldapi260-skosrdf,https://osgeo.geolexica.org/api/ldapi/260.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info260,osgeo-review:Review260,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,260
